"alphabetic_order","Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
280,1,">XJMWT/","אֲחִימֹות ","ʔᵃḥîmôt",,,,,,,,,,,,,,,,,
281,17,">XJMLK/","אֲחִימֶלֶךְ ","ʔᵃḥîmelex",,,,,,,,,,,,,,,,,
282,4,">XJMN/","אֲחִימַן ","ʔᵃḥîman",,,,,,,,,,,,,,,,,
283,15,">XJM<Y/","אֲחִימַעַץ ","ʔᵃḥîmaʕaṣ",,,,,,,,,,,,,,,,,
284,1,">XJN/","אַחְיָן ","ʔaḥyān",,,,,,,,,,,,,,,,,
285,1,">XJNDB/","אֲחִינָדָב ","ʔᵃḥînādāv",,,,,,,,,,,,,,,,,
286,7,">XJN<M/","אֲחִינֹעַם ","ʔᵃḥînōʕam",,,,,,,,,,,,,,,,,
287,3,">XJSMK/","אֲחִיסָמָךְ ","ʔᵃḥîsāmāx",,,,,,,,,,,,,,,,,
288,6,">XJ<ZR/","אֲחִיעֶזֶר ","ʔᵃḥîʕezer",,,,,,,,,,,,,,,,,
289,20,">XJQM/","אֲחִיקָם ","ʔᵃḥîqām",,,,,,,,,,,,,,,,,
290,1,">XJRM/","אֲחִירָם ","ʔᵃḥîrām",,,,,,,,,,,,,,,,,
291,1,">XJRMJ/","אֲחִירָמִי ","ʔᵃḥîrāmî",,,,,,,,,,,,,,,,,
292,5,">XJR</","אֲחִירַע ","ʔᵃḥîraʕ",,,,,,,,,,,,,,,,,
293,1,">XJCXR/","אֲחִישָׁחַר ","ʔᵃḥîšāḥar",,,,,,,,,,,,,,,,,
294,1,">XJCR/","אֲחִישָׁר ","ʔᵃḥîšār",,,,,,,,,,,,,,,,,
295,20,">XJTPL/","אֲחִיתֹפֶל ","ʔᵃḥîtōfel",,,,,,,,,,,,,,,,,
296,1,">XLB/","אַחְלָב ","ʔaḥlāv",,,,,,,,,,,,,,,,,
297,2,">XLJ","אַחֲלַי ","ʔaḥᵃlay",,,,,,,,,,,,,,,,,
298,2,">XLJ/","אַחְלָי ","ʔaḥlāʸ",,,,,,,,,,,,,,,,,
299,2,">XLMH/","אַחְלָמָה ","ʔaḥlāmāʰ",,,,,,,,,,,,,,,,,
300,1,">XSBJ/","אֲחַסְבַּי ","ʔᵃḥasbay",,,,,,,,,,,,,,,,,
301,715,">XR/","אַחַר I","ʔaḥar","በ",,,,,,,,,,,,,,,,
302,166,">XR=/","אַחֵר II","ʔaḥēr","ሌላ",,,,,,,,,,,,,,,,
303,1,">XR==/","אַחֵר III","ʔaḥēr",,,,,,,,,,,,,,,,,
304,17,">XR[","אחר ","ʔḤR",,,,,,,,,,,,,,,,,
305,51,">XRWN/","אַחֲרֹון ","ʔaḥᵃrôn",,,,,,,,,,,,,,,,,
306,1,">XRX/","אַחְרַח ","ʔaḥraḥ",,,,,,,,,,,,,,,,,
307,1,">XRXL/","אֲחַרְחֵל ","ʔᵃḥarḥēl",,,,,,,,,,,,,,,,,
308,61,">XRJT/","אַחֲרִית ","ʔaḥᵃrît",,,,,,,,,,,,,,,,,
309,7,">XRNJT","אֲחֹרַנִּית ","ʔᵃḥōrannît",,,,,,,,,,,,,,,,,
310,4,">XCDRPN/","אֲחַשְׁדַּרְפָּן ","ʔᵃḥašdarpān",,,,,,,,,,,,,,,,,
311,31,">XCWRWC/","אֲחַשְׁוֵרֹושׁ ","ʔᵃḥašwērôš",,,,,,,,,,,,,,,,,
312,1,">XCTRJ/","אֲחַשְׁתָּרִי ","ʔᵃḥaštārî",,,,,,,,,,,,,,,,,
313,2,">XCTRN/","אֲחַשְׁתְּרָן ","ʔᵃḥaštᵊrān",,,,,,,,,,,,,,,,,
314,5,">V/","אַט ","ʔaṭ",,,,,,,,,,,,,,,,,
315,4,">VD/","אָטָד ","ʔāṭād",,,,,,,,,,,,,,,,,
316,1,">VWN/","אֵטוּן ","ʔēṭûn",,,,,,,,,,,,,,,,,
317,1,">VJM/","אִטִּים ","ʔiṭṭîm",,,,,,,,,,,,,,,,,
318,8,">VM[","אטם ","ʔṬM",,,,,,,,,,,,,,,,,
319,2,">VR/","אִטֵּר I","ʔiṭṭēr",,,,,,,,,,,,,,,,,
320,5,">VR=/","אָטֵר II","ʔāṭēr",,,,,,,,,,,,,,,,,
321,1,">VR[","אטר ","ʔṬR",,,,,,,,,,,,,,,,,
322,39,">J","אֵי I","ʔê",,,,,,,,,,,,,,,,,
323,36,">J/","אִי I","ʔî",,,,,,,,,,,,,,,,,
324,2,">J=","אִי II","ʔî",,,,,,,,,,,,,,,,,
325,3,">J=/","אִי II","ʔî",,,,,,,,,,,,,,,,,
326,1,">J==","אִי III","ʔî",,,,,,,,,,,,,,,,,
327,283,">JB[","איב ","ʔYV",,"ጠላት, ጠላት መሆን ",,,,,,,,,,,,,,,
328,5,">JBH/","אֵיבָה ","ʔêvāʰ",,,,,,,,,,,,,,,,,
329,24,">JD/","אֵיד ","ʔêd",,,,,,,,,,,,,,,,,
330,45,">JH","אַיֵּה ","ʔayyēʰ",,,,,,,,,,,,,,,,,
331,3,">JH/","אַיָּה I","ʔayyāʰ",,,,,,,,,,,,,,,,,
332,6,">JH=/","אַיָּה II","ʔayyāʰ",,,,,,,,,,,,,,,,,
333,58,">JWB/","אִיֹּוב ","ʔiyyôv",,,,,,,,,,,,,,,,,
334,22,">JZBL/","אִיזֶבֶל ","ʔîzevel",,,,,,,,,,,,,,,,,
335,61,">JK","אֵיךְ ","ʔêx",,,,,,,,,,,,,,,,,
336,2,">JKBWD/","אִיכָבֹוד ","ʔîxāvôd",,,,,,,,,,,,,,,,,
337,17,">JKH","אֵיכָה I","ʔêxāʰ",,,,,,,,,,,,,,,,,
338,1,">JKH=","אֵיכֹה II","ʔêxōʰ",,,,,,,,,,,,,,,,,
339,4,">JKKH","אֵיכָכָה ","ʔêxāxāʰ",,,,,,,,,,,,,,,,,
340,11,">JL/","אַיָּל I","ʔayyāl",,,,,,,,,,,,,,,,,
341,163,">JL=/","אַיִל II","ʔayil",,,,,,,,,,,,,,,,,
342,3,">JL==/","אַיִל III","ʔayil",,,,,,,,,,,,,,,,,
343,22,">JL===/","אַיִל IV","ʔayil",,,,,,,,,,,,,,,,,
344,1,">JL====/","אֱיָל V","ʔᵉyāl",,,,,,,,,,,,,,,,,
345,1,">JL_P>RN/","אֵיל פָּארָן ","ʔêl pāˀrān",,,,,,,,,,,,,,,,,
346,8,">JLH/","אַיָּלָה ","ʔayyālāʰ",,,,,,,,,,,,,,,,,
347,4,">JLWN/","אֵילֹון I","ʔêlôn",,,,,,,,,,,,,,,,,
348,2,">JLWN=/","אֵילֹון II","ʔêlôn",,,,,,,,,,,,,,,,,
349,10,">JLWN==/","אַיָּלֹון III","ʔayyālôn",,,,,,,,,,,,,,,,,
350,1,">JLWT/","אֱיָלוּת ","ʔᵉyālût",,,,,,,,,,,,,,,,,
351,49,">JLM/","אֵילָם I","ʔêlām",,,,,,,,,,,,,,,,,
352,6,">JLM=/","אֵילִם II","ʔêlim",,,,,,,,,,,,,,,,,
353,8,">JLT/","אֵילַת I","ʔêlat",,,,,,,,,,,,,,,,,
354,3,">JLT=/","אַיֶּלֶת II","ʔayyelet",,,,,,,,,,,,,,,,,
355,3,">JM/","אָיֹם ","ʔāyōm",,,,,,,,,,,,,,,,,
356,17,">JMH/","אֵימָה ","ʔêmāʰ",,,,,,,,,,,,,,,,,
357,3,">JMJM/","אֵימִים ","ʔêmîm",,,,,,,,,,,,,,,,,
358,17,">JN","אַיִן I","ʔayin",,,,,,,,,,,,,,,,,
359,788,">JN/","אַיִן ","ʔayin","የለም",,,,,,,,,,,,,,,,
360,1,">JN=","אִין II","ʔîn",,,,,,,,,,,,,,,,,
361,1,">J<ZR/","אִיעֶזֶר ","ʔîʕezer",,,,,,,,,,,,,,,,,
362,1,">J<ZRJ/","אִיעֶזְרִי ","ʔîʕezrî",,,,,,,,,,,,,,,,,
363,10,">JPH","אֵיפֹה ","ʔêfōʰ",,,,,,,,,,,,,,,,,
364,40,">JPH/","אֵיפָה ","ʔêfāʰ",,,,,,,,,,,,,,,,,
365,2186,">JC/","אִישׁ ","ʔîš","ሰው እያንዳንዱ, ሰው, ሰብአዊ ፍጡራን, አንድ ሰው, እያንዳንዱ",,,,,,,,,,,,,,,,
366,11,">JC_BCT/","אִישׁ בֹּשֶׁת ","ʔîš bōšet",,,,,,,,,,,,,,,,,
367,1,">JCHWD/","אִישְׁהֹוד ","ʔîšhôd",,,,,,,,,,,,,,,,,
368,4,">JCWN/","אִישֹׁון ","ʔîšôn",,,,,,,,,,,,,,,,,
369,1,">JTWN/","אִיתֹון ","ʔîtôn",,,,,,,,,,,,,,,,,
370,3,">JTJ>L/","אִיתִיאֵל ","ʔîtîʔēl",,,,,,,,,,,,,,,,,
371,21,">JTMR/","אִיתָמָר ","ʔîtāmār",,,,,,,,,,,,,,,,,
372,14,">JTN/","אֵיתָן I","ʔêtān",,,,,,,,,,,,,,,,,
373,8,">JTN=/","אֵיתָן II","ʔêtān",,,,,,,,,,,,,,,,,
374,161,">K","אַךְ ","ʔax","በእርግጥ ቢሆንም",,,,,,,,,,,,,,,,
375,1,">KD/","אַכַּד ","ʔakkad",,,,,,,,,,,,,,,,,
376,2,">KZB/","אַכְזָב ","ʔaxzāv",,,,,,,,,,,,,,,,,
377,4,">KZJB/","אַכְזִיב ","ʔaxzîv",,,,,,,,,,,,,,,,,
378,4,">KZR/","אַכְזָר ","ʔaxzār",,,,,,,,,,,,,,,,,
379,8,">KZRJ/","אַכְזָרִי ","ʔaxzārî",,,,,,,,,,,,,,,,,
380,1,">KZRJWT/","אַכְזְרִיּוּת ","ʔaxzᵊriyyût",,,,,,,,,,,,,,,,,
381,1,">KJLH/","אֲכִילָה ","ʔᵃxîlāʰ",,,,,,,,,,,,,,,,,
382,21,">KJC/","אָכִישׁ ","ʔāxîš",,,,,,,,,,,,,,,,,
383,43,">KL/","אֹכֶל I","ʔōxel",,,,,,,,,,,,,,,,,
384,1,">KL=/","אֻכָל II","ʔuxāl",,,,,,,,,,,,,,,,,
385,810,">KL[","אכל ","ʔXL",,"በላ, መብላት","ተባላ, መበላት",,"ተበላ, መቃጠል",,"አበላ, ማብላት",,,"በላ, መብላት",,,,,,,
386,18,">KLH/","אָכְלָה ","ʔāxlāʰ",,,,,,,,,,,,,,,,,
387,18,">KN","אָכֵן ","ʔāxēn",,,,,,,,,,,,,,,,,
388,1,">KP/","אֶכֶף ","ʔexef",,,,,,,,,,,,,,,,,
389,1,">KP[","אכף ","ʔXF",,,,,,,,,,,,,,,,,
390,7,">KR/","אִכָּר ","ʔikkār",,,,,,,,,,,,,,,,,
391,3,">KCP/","אַכְשָׁף ","ʔaxšāf",,,,,,,,,,,,,,,,,
392,5517,">L","אֶל I","ʔel","ለ ወደ, ወደ, ለ",,,,,,,,,,,,,,,,
393,235,">L/","אֵל I","ʔēl","እግዚአብሔር, አምላክ,  አማልክት",,,,,,,,,,,,,,,,
394,726,">L=","אַל II","ʔal","አይደለም፣ አይ ",,,,,,,,,,,,,,,,
395,1,">L=/","אַל II","ʔal",,,,,,,,,,,,,,,,,
396,1,">L==","אַל III","ʔal",,,,,,,,,,,,,,,,,
397,5,">L==/","אֵל III","ʔēl",,,,,,,,,,,,,,,,,
398,9,">L===","אֵל IV","ʔēl",,,,,,,,,,,,,,,,,
399,1,">L_BRJT/","אֵל בְּרִית ","ʔēl bᵊrît",,,,,,,,,,,,,,,,,
400,1,">L>/","אֵלָא ","ʔēlāˀ",,,,,,,,,,,,,,,,,
401,3,">LGBJC/","אֶלְגָּבִישׁ ","ʔelgāvîš",,,,,,,,,,,,,,,,,
402,2,">LDD/","אֶלְדָּד ","ʔeldād",,,,,,,,,,,,,,,,,
403,2,">LD<H/","אֶלְדָּעָה ","ʔeldāʕāʰ",,,,,,,,,,,,,,,,,
404,746,">LH","אֵלֶּה ","ʔēlleʰ","እነዚህ",,,,,,,,,,,,,,,,
405,16,">LH/","אֵלָה I","ʔēlāʰ",,,,,,,,,,,,,,,,,
406,36,">LH=/","אָלָה II","ʔālāʰ",,,,,,,,,,,,,,,,,
407,1,">LH==/","אַלָּה III","ʔallāʰ",,,,,,,,,,,,,,,,,
408,13,">LH===/","אֵלָה IV","ʔēlāʰ",,,,,,,,,,,,,,,,,
409,1,">LH==[","אלה III","ʔLH",,,,,,,,,,,,,,,,,
410,1,">LH=[","אלה II","ʔLH",,,,,,,,,,,,,,,,,
411,5,">LH[","אלה I","ʔLH",,,,,,,,,,,,,,,,,
412,2601,">LHJM/","אֱלֹהִים ","ʔᵉlōhîm","እግዚአብሔር, አምላክ, አማልክት",,,,,,,,,,,,,,,,
413,2,">LW","אִלּוּ ","ʔillû",,,,,,,,,,,,,,,,,
414,57,">LWH/","אֱלֹוהַּ ","ʔᵉlôha",,,,,,,,,,,,,,,,,
415,1,">LWL/","אֱלוּל ","ʔᵉlûl",,,,,,,,,,,,,,,,,
416,10,">LWN/","אֵלֹון I","ʔēlôn",,,,,,,,,,,,,,,,,
417,9,">LWN=/","אַלֹּון II","ʔallôn",,,,,,,,,,,,,,,,,
418,2,">LWN==/","אֵלֹון III","ʔēlôn",,,,,,,,,,,,,,,,,
419,1,">LWN===/","אַלֹּון IV","ʔallôn",,,,,,,,,,,,,,,,,
420,60,">LWP/","אַלּוּף I","ʔallûf",,,,,,,,,,,,,,,,,
421,9,">LWP=/","אַלּוּף II","ʔallûf",,,,,,,,,,,,,,,,,
422,2,">LWC/","אָלוּשׁ ","ʔālûš",,,,,,,,,,,,,,,,,
423,2,">LZBD/","אֶלְזָבָד ","ʔelzāvād",,,,,,,,,,,,,,,,,
424,3,">LX[","אלח ","ʔLḤ",,,,,,,,,,,,,,,,,
425,4,">LXNN/","אֶלְחָנָן ","ʔelḥānān",,,,,,,,,,,,,,,,,
426,1,">LJ/","אֱלִי ","ʔᵉlî",,,,,,,,,,,,,,,,,
427,21,">LJ>B/","אֱלִיאָב ","ʔᵉlîʔāv",,,,,,,,,,,,,,,,,
428,10,">LJ>L/","אֱלִיאֵל ","ʔᵉlîʔēl",,,,,,,,,,,,,,,,,
429,1,">LJ>TH/","אֱלִיאָתָה ","ʔᵉlîʔātāʰ",,,,,,,,,,,,,,,,,
430,1,">LJDD/","אֱלִידָד ","ʔᵉlîdād",,,,,,,,,,,,,,,,,
431,4,">LJD</","אֶלְיָדָע ","ʔelyādāʕ",,,,,,,,,,,,,,,,,
432,5,">LJH/","אַלְיָה I","ʔalyāʰ",,,,,,,,,,,,,,,,,
433,8,">LJH=/","אֵלִיָּה II","ʔēliyyāʰ",,,,,,,,,,,,,,,,,
434,63,">LJHW/","אֵלִיָּהוּ I","ʔēliyyāhû",,,,,,,,,,,,,,,,,
435,2,">LJHW=/","אֱלִיהוּ II","ʔᵉlîhû",,,,,,,,,,,,,,,,,
436,9,">LJHW>/","אֱלִיהוּא ","ʔᵉlîhûˀ",,,,,,,,,,,,,,,,,
437,2,">LJHW<JNJ/","אֶלְיְהֹועֵינַי ","ʔelyᵊhôʕênay",,,,,,,,,,,,,,,,,
438,7,">LJW<JNJ/","אֶלְיֹועֵינַי ","ʔelyôʕênay",,,,,,,,,,,,,,,,,
439,2,">LJXB>/","אֶלְיַחְבָּא ","ʔelyaḥbāˀ",,,,,,,,,,,,,,,,,
440,1,">LJXRP/","אֱלִיחֹרֶף ","ʔᵉlîḥōref",,,,,,,,,,,,,,,,,
441,20,">LJL/","אֱלִיל ","ʔᵉlîl",,,,,,,,,,,,,,,,,
442,6,">LJMLK/","אֱלִימֶלֶךְ ","ʔᵉlîmelex",,,,,,,,,,,,,,,,,
443,6,">LJSP/","אֶלְיָסָף ","ʔelyāsāf",,,,,,,,,,,,,,,,,
444,14,">LJ<ZR/","אֱלִיעֶזֶר ","ʔᵉlîʕezer",,,,,,,,,,,,,,,,,
445,2,">LJ<M/","אֱלִיעָם ","ʔᵉlîʕām",,,,,,,,,,,,,,,,,
446,1,">LJ<NJ/","אֱלִיעֵנַי ","ʔᵉlîʕēnay",,,,,,,,,,,,,,,,,
447,15,">LJPZ/","אֱלִיפַז ","ʔᵉlîfaz",,,,,,,,,,,,,,,,,
448,1,">LJPL/","אֱלִיפַל ","ʔᵉlîfal",,,,,,,,,,,,,,,,,
449,2,">LJPLHW/","אֱלִיפְלֵהוּ ","ʔᵉlîflēhû",,,,,,,,,,,,,,,,,
450,8,">LJPLV/","אֱלִיפֶלֶט ","ʔᵉlîfeleṭ",,,,,,,,,,,,,,,,,
451,5,">LJYWR/","אֱלִיצוּר ","ʔᵉlîṣûr",,,,,,,,,,,,,,,,,
452,4,">LJYPN/","אֱלִיצָפָן ","ʔᵉlîṣāfān",,,,,,,,,,,,,,,,,
453,1,">LJQ>/","אֱלִיקָא ","ʔᵉlîqāˀ",,,,,,,,,,,,,,,,,
454,12,">LJQJM/","אֶלְיָקִים ","ʔelyāqîm",,,,,,,,,,,,,,,,,
455,1,">LJCB</","אֱלִישֶׁבַע ","ʔᵉlîševaʕ",,,,,,,,,,,,,,,,,
456,3,">LJCH/","אֱלִישָׁה ","ʔᵉlîšāʰ",,,,,,,,,,,,,,,,,
457,2,">LJCW</","אֱלִישׁוּעַ ","ʔᵉlîšûₐʕ",,,,,,,,,,,,,,,,,
458,17,">LJCJB/","אֶלְיָשִׁיב ","ʔelyāšîv",,,,,,,,,,,,,,,,,
459,17,">LJCM</","אֱלִישָׁמָע ","ʔᵉlîšāmāʕ",,,,,,,,,,,,,,,,,
460,58,">LJC</","אֱלִישָׁע ","ʔᵉlîšāʕ",,,,,,,,,,,,,,,,,
461,1,">LJCPV/","אֱלִישָׁפָט ","ʔᵉlîšāfāṭ",,,,,,,,,,,,,,,,,
462,1,">LJTH/","אֱלִיָּתָה ","ʔᵉliyyātāʰ",,,,,,,,,,,,,,,,,
463,2,">LLJ","אַלְלַי ","ʔallay",,,,,,,,,,,,,,,,,
464,6,">LM/","אִלֵּם I","ʔillēm",,,,,,,,,,,,,,,,,
465,2,">LM=/","אֵלֶם II","ʔēlem",,,,,,,,,,,,,,,,,
466,9,">LM[","אלם ","ʔLM",,,,,,,,,,,,,,,,,
467,6,">LMGJM/","אַלְמֻגִּים ","ʔalmuggîm",,,,,,,,,,,,,,,,,
468,5,">LMH/","אֲלֻמָּה ","ʔᵃlummāʰ",,,,,,,,,,,,,,,,,
469,2,">LMWDD/","אַלְמֹודָד ","ʔalmôdād",,,,,,,,,,,,,,,,,
470,1,">LMLK/","אַלַּמֶּלֶךְ ","ʔallammelex",,,,,,,,,,,,,,,,,
471,1,">LMN/","אַלְמֹן I","ʔalmōn",,,,,,,,,,,,,,,,,
472,1,">LMN=/","אַלְמָן II","ʔalmān",,,,,,,,,,,,,,,,,
473,56,">LMNH/","אַלְמָנָה ","ʔalmānāʰ",,,,,,,,,,,,,,,,,
474,4,">LMNWT/","אַלְמָנוּת ","ʔalmānût",,,,,,,,,,,,,,,,,
475,3,">LMNJ/","אַלְמֹנִי ","ʔalmōnî",,,,,,,,,,,,,,,,,
476,1,">LNJ/","אֵלֹנִי ","ʔēlōnî",,,,,,,,,,,,,,,,,
477,1,">LN<M/","אֶלְנָעַם ","ʔelnāʕam",,,,,,,,,,,,,,,,,
478,7,">LNTN/","אֶלְנָתָן ","ʔelnātān",,,,,,,,,,,,,,,,,
479,2,">LSR/","אֶלָּסָר ","ʔellāsār",,,,,,,,,,,,,,,,,
480,1,">L<D/","אֶלְעָד ","ʔelʕād",,,,,,,,,,,,,,,,,
481,1,">L<DH/","אֶלְעָדָה ","ʔelʕādāʰ",,,,,,,,,,,,,,,,,
482,1,">L<WZJ/","אֶלְעוּזַי ","ʔelʕûzay",,,,,,,,,,,,,,,,,
483,72,">L<ZR/","אֶלְעָזָר ","ʔelʕāzār",,,,,,,,,,,,,,,,,
484,5,">L<LH/","אֶלְעָלֵה ","ʔelʕālēʰ",,,,,,,,,,,,,,,,,
485,6,">L<FH/","אֶלְעָשָׂה ","ʔelʕāśāʰ",,,,,,,,,,,,,,,,,
486,7,">LP/","אֶלֶף I","ʔelef",,,,,,,,,,,,,,,,,
487,492,">LP=/","אֶלֶף II","ʔelef","እልፍ",,,,,,,,,,,,,,,,
488,14,">LP==/","אֶלֶף III","ʔelef",,,,,,,,,,,,,,,,,
489,1,">LP===/","אֶלֶף IV","ʔelef",,,,,,,,,,,,,,,,,
490,1,">LP=[","אלף II","ʔLF",,,,,,,,,,,,,,,,,
491,4,">LP[","אלף I","ʔLF",,,,,,,,,,,,,,,,,
492,1,">LPLV/","אֶלְפֶּלֶט ","ʔelpeleṭ",,,,,,,,,,,,,,,,,
493,3,">LP<L/","אֶלְפָּעַל ","ʔelpāʕal",,,,,,,,,,,,,,,,,
494,1,">LY[","אלץ ","ʔLṢ",,,,,,,,,,,,,,,,,
495,2,">LYPN/","אֶלְצָפָן ","ʔelṣāfān",,,,,,,,,,,,,,,,,
496,1,">LQWM/","אַלְקוּם ","ʔalqûm",,,,,,,,,,,,,,,,,
497,21,">LQNH/","אֶלְקָנָה ","ʔelqānāʰ",,,,,,,,,,,,,,,,,
498,1,">LQCJ/","אֶלְקֹשִׁי ","ʔelqōšî",,,,,,,,,,,,,,,,,
499,2,">LTWLD/","אֶלְתֹּולַד ","ʔeltôlad",,,,,,,,,,,,,,,,,
500,2,">LTQ>/","אֶלְתְּקֵא ","ʔeltᵊqēˀ",,,,,,,,,,,,,,,,,
501,1,">LTQN/","אֶלְתְּקֹן ","ʔeltᵊqōn",,,,,,,,,,,,,,,,,
502,1068,">M","אִם ","ʔim","ከሆነ",,,,,,,,,,,,,,,,
503,220,">M/","אֵם ","ʔēm","እናት",,,,,,,,,,,,,,,,
504,56,">MH/","אָמָה I","ʔāmāʰ",,,,,,,,,,,,,,,,,
505,247,">MH=/","אַמָּה II","ʔammāʰ","ክንድ, ክንድ, መለኪያ",,,,,,,,,,,,,,,,
506,7,">MH==/","אֻמָּה III","ʔummāʰ",,,,,,,,,,,,,,,,,
507,1,">MH===/","אַמָּה IV","ʔammāʰ",,,,,,,,,,,,,,,,,
508,1,">MH====/","אַמָּה V","ʔammāʰ",,,,,,,,,,,,,,,,,
509,7,">MWN/","אֱמוּן I","ʔᵉmûn",,,,,,,,,,,,,,,,,
510,2,">MWN=/","אָמֹון II","ʔāmôn",,,,,,,,,,,,,,,,,
511,17,">MWN==/","אָמֹון III","ʔāmôn",,,,,,,,,,,,,,,,,
512,1,">MWN===/","אָמֹון IV","ʔāmôn",,,,,,,,,,,,,,,,,
513,49,">MWNH/","אֱמוּנָה ","ʔᵉmûnāʰ",,,,,,,,,,,,,,,,,
514,13,">MWY/","אָמֹוץ ","ʔāmôṣ",,,,,,,,,,,,,,,,,
515,1,">MJ/","אָמִי ","ʔāmî",,,,,,,,,,,,,,,,,
516,6,">MJY/","אַמִּיץ ","ʔammîṣ",,,,,,,,,,,,,,,,,
517,2,">MJR/","אָמִיר ","ʔāmîr",,,,,,,,,,,,,,,,,
518,15,">ML[","אמל ","ʔML",,,,,,,,,,,,,,,,,
519,1,">MLH/","אֲמֻלָה ","ʔᵃmulāʰ",,,,,,,,,,,,,,,,,
520,1,">MLL/","אֲמֵלָל I","ʔᵃmēlāl",,,,,,,,,,,,,,,,,
521,1,">MLL=/","אֻמְלַל II","ʔumlal",,,,,,,,,,,,,,,,,
522,1,">MM/","אֲמָם ","ʔᵃmām",,,,,,,,,,,,,,,,,
523,30,">MN","אָמֵן ","ʔāmēn",,,,,,,,,,,,,,,,,
524,1,">MN/","אֵמֻן I","ʔēmun",,,,,,,,,,,,,,,,,
525,1,">MN=/","אֹמֶן II","ʔōmen",,,,,,,,,,,,,,,,,
526,1,">MN==/","אָמָּן III","ʔāmmān",,,,,,,,,,,,,,,,,
527,105,">MN[","אמן ","ʔMN",,,,,,,,,,,,,,,,,
528,2,">MNH","אָמְנָה ","ʔāmnāʰ",,,,,,,,,,,,,,,,,
529,1,">MNH/","אֹמְנָה I","ʔōmᵊnāʰ",,,,,,,,,,,,,,,,,
530,1,">MNH=/","אָמְנָה II","ʔāmnāʰ",,,,,,,,,,,,,,,,,
531,2,">MNH==/","אֲמָנָה III","ʔᵃmānāʰ",,,,,,,,,,,,,,,,,
532,2,">MNH===/","אֲמָנָה IV","ʔᵃmānāʰ",,,,,,,,,,,,,,,,,
533,28,">MNWN/","אַמְנֹון ","ʔamnôn",,,,,,,,,,,,,,,,,
534,9,">MNM","אָמְנָם I","ʔāmnām",,,,,,,,,,,,,,,,,
535,5,">MNM=","אֻמְנָם II","ʔumnām",,,,,,,,,,,,,,,,,
536,1,">MY/","אֹמֶץ I","ʔōmeṣ",,,,,,,,,,,,,,,,,
537,2,">MY=/","אָמֹץ II","ʔāmōṣ",,,,,,,,,,,,,,,,,
538,41,">MY[","אמץ ","ʔMṢ",,,,,,,,,,,,,,,,,
539,1,">MYH/","אַמְצָה ","ʔamṣāʰ",,,,,,,,,,,,,,,,,
540,2,">MYJ/","אַמְצִי ","ʔamṣî",,,,,,,,,,,,,,,,,
541,9,">MYJH/","אֲמַצְיָה ","ʔᵃmaṣyāʰ",,,,,,,,,,,,,,,,,
542,31,">MYJHW/","אֲמַצְיָהוּ ","ʔᵃmaṣyāhû",,,,,,,,,,,,,,,,,
543,48,">MR/","אֵמֶר I","ʔēmer",,,,,,,,,,,,,,,,,
544,6,">MR=/","אֹמֶר II","ʔōmer",,,,,,,,,,,,,,,,,
545,1,">MR==/","אֵמֶר III","ʔēmer",,,,,,,,,,,,,,,,,
546,10,">MR===/","אִמֵּר IV","ʔimmēr",,,,,,,,,,,,,,,,,
547,1,">MR=[","אמר II","ʔMR",,,,,,,,,,,,,,,,,
548,5307,">MR[","אמר I","ʔMR",,"አለ አሰበ, መናገር, ማሰብ","ተባለ ተነገረ, መነገር, መጠራት",,,,"ተናገረ, ማወጅ",,,,,,,,,,
549,37,">MRH/","אִמְרָה ","ʔimrāʰ",,,,,,,,,,,,,,,,,
550,87,">MRJ/","אֱמֹרִי I","ʔᵉmōrî",,,,,,,,,,,,,,,,,
551,2,">MRJ=/","אִמְרִי II","ʔimrî",,,,,,,,,,,,,,,,,
552,13,">MRJH/","אֲמַרְיָה ","ʔᵃmaryāʰ",,,,,,,,,,,,,,,,,
553,3,">MRJHW/","אֲמַרְיָהוּ ","ʔᵃmaryāhû",,,,,,,,,,,,,,,,,
554,2,">MRPL/","אַמְרָפֶל ","ʔamrāfel",,,,,,,,,,,,,,,,,
555,5,">MC/","אֶמֶשׁ ","ʔemeš",,,,,,,,,,,,,,,,,
556,127,">MT/","אֶמֶת ","ʔemet",,,,,,,,,,,,,,,,,
557,15,">MTXT/","אַמְתַּחַת ","ʔamtaḥat",,,,,,,,,,,,,,,,,
558,2,">MTJ/","אֲמִתַּי ","ʔᵃmittay",,,,,,,,,,,,,,,,,
559,41,">N","אָן ","ʔān",,,,,,,,,,,,,,,,,
560,3,">N/","אֹן ","ʔōn",,,,,,,,,,,,,,,,,
561,13,">N>","אָנָּא ","ʔānnāˀ",,,,,,,,,,,,,,,,,
562,2,">NH/","אֹנֶה ","ʔōneʰ",,,,,,,,,,,,,,,,,
563,2,">NH=[","אנה II","ʔNH",,,,,,,,,,,,,,,,,
564,4,">NH[","אנה I","ʔNH",,,,,,,,,,,,,,,,,
565,42,">NWC/","אֱנֹושׁ I","ʔᵉnôš",,,,,,,,,,,,,,,,,
566,8,">NWC=/","אָנוּשׁ II","ʔānûš",,,,,,,,,,,,,,,,,
567,7,">NWC==/","אֱנֹושׁ III","ʔᵉnôš",,,,,,,,,,,,,,,,,
